timestamp,n_qubits,n_train,n_test,maxiter,accuracy,balanced_accuracy,kappa,precision,recall,f1,tn,fp,fn,tp,explained_variance_sum
2026-02-06T00:36:11,8,700,300,40,0.5433333333333333,0.5422008547008547,0.0844693932103715,0.524822695035461,0.5138888888888888,0.519298245614035,89,67,70,74,0.44595950841903687
