timestamp,n_qubits,encoding,encoding_reps,optimizer,n_train,n_test,maxiter,autoencoder_epochs,autoencoder_batch_size,train_seconds,accuracy,balanced_accuracy,kappa,precision,recall,f1,tn,fp,fn,tp,explained_variance_sum
2026-06-10T04:58:57,2,pauli_x,1,cobyla,700,300,40,20,32,31.334304399999382,0.5033333333333333,0.5010683760683761,0.0021430484864719546,0.48120300751879697,0.4444444444444444,0.4620938628158845,87,69,80,64,
2026-06-10T04:59:34,2,pauli_x,2,cobyla,700,300,40,20,32,36.209211599998525,0.5066666666666667,0.5050747863247863,0.01016586409844844,0.4855072463768116,0.4652777777777778,0.475177304964539,85,71,77,67,
2026-06-10T05:00:17,2,pauli_x,3,cobyla,700,300,40,20,32,41.7112098000016,0.4666666666666667,0.4652777777777778,-0.06951871657754016,0.44285714285714284,0.4305555555555556,0.43661971830985913,78,78,82,62,
2026-06-10T05:00:47,2,pauli_y,1,cobyla,700,300,40,20,32,30.337405500000386,0.5833333333333334,0.5841346153846154,0.16777629826897467,0.5612903225806452,0.6041666666666666,0.5819397993311036,88,68,57,87,
2026-06-10T05:01:24,2,pauli_y,2,cobyla,700,300,40,20,32,35.97210649999943,0.4866666666666667,0.48344017094017094,-0.03327965646806241,0.4603174603174603,0.4027777777777778,0.42962962962962964,88,68,86,58,
2026-06-10T05:02:06,2,pauli_y,3,cobyla,700,300,40,20,32,41.85039269999834,0.6,0.6012286324786325,0.20170303352847252,0.5759493670886076,0.6319444444444444,0.6026490066225165,89,67,53,91,
2026-06-10T05:02:34,2,z_feature_map,1,cobyla,700,300,40,20,32,27.469984100000147,0.54,0.5389957264957265,0.07803313735970074,0.5211267605633803,0.5138888888888888,0.5174825174825175,88,68,70,74,
2026-06-10T05:03:05,2,z_feature_map,2,cobyla,700,300,40,20,32,30.606947500000388,0.48,0.4807692307692308,-0.03833865814696469,0.46153846153846156,0.5,0.48,72,84,72,72,
2026-06-10T05:03:39,2,z_feature_map,3,cobyla,700,300,40,20,32,33.739055299998654,0.5,0.4962606837606838,-0.007522837184309461,0.47540983606557374,0.4027777777777778,0.43609022556390975,92,64,86,58,
2026-06-10T05:04:09,2,zz_feature_map_linear,1,cobyla,700,300,40,20,32,29.68493280000075,0.49333333333333335,0.49225427350427353,-0.015499732763228247,0.47183098591549294,0.4652777777777778,0.46853146853146854,81,75,77,67,
2026-06-10T05:04:45,2,zz_feature_map_linear,2,cobyla,700,300,40,20,32,35.212824799999,0.48,0.48183760683760685,-0.036131774707757636,0.4634146341463415,0.5277777777777778,0.4935064935064935,68,88,68,76,
2026-06-10T05:05:28,2,zz_feature_map_linear,3,cobyla,700,300,40,20,32,41.84757929999978,0.48,0.4807692307692308,-0.03833865814696469,0.46153846153846156,0.5,0.48,72,84,72,72,
